0.0290536,0.347789
0.449934,0.575426
0.582415,0.873562
0.176763,0.898679
0.85345,0.082522
0.251106,0.268929
0.871029,0.91998
0.242256,0.263894
0.545274,0.226173
0.416547,0.221809
0.94998,0.014893
0.528459,0.993011
0.692648,0.487228
0.402722,0.318522
0.404187,0.688742
0.588855,0.991913
0.878384,0.214942
0.868923,0.460219
0.89346,0.872341
0.900388,0.0211798
0.246345,0.700156
0.774773,0.271859
0.0312204,0.260323
0.773614,0.965697
0.693167,0.600879
0.102969,0.934172
0.88873,0.799493
0.887814,0.228797
0.684256,0.493362
0.207038,0.140599
0.123539,0.301859
0.451277,0.252144
0.695517,0.547685
0.783807,0.179601
0.733909,0.183233
0.986389,0.160131
0.27958,0.328501
0.471114,0.141423
0.437239,0.326243
0.739647,0.529405
0.757286,0.721061
0.0705588,0.250221
0.674398,0.0686972
0.717093,0.283364
0.534043,0.981628
0.395123,0.321146
0.238227,0.316935
0.344218,0.711875
0.0413221,0.913602
0.741691,0.342235
0.527848,0.784112
0.751366,0.615528
0.302927,0.168126
0.988861,0.181585
0.427168,0.353282
0.683584,0.575365
0.12653,0.669942
0.31959,0.419355
0.809168,0.565966
0.0360118,0.347362
0.920011,0.168004
0.568773,0.304727
0.66451,0.235176
0.0140385,0.382
0.132817,0.911588
0.195929,0.838008
0.855586,0.183935
0.918302,0.468612
0.32252,0.450667
0.882931,0.977569
0.495407,0.10831
0.554918,0.505203
0.846126,0.562029
0.756523,0.972045
0.951537,0.565935
0.270699,0.392743
0.176336,0.299905
0.23603,0.817194
0.474868,0.0890225
0.61333,0.0547502
0.843318,0.171728
0.50618,0.838038
0.453719,0.423017
0.616291,0.582018
0.000701926,0.439039
0.61449,0.395795
0.292581,0.889431
0.709342,0.501785
0.617389,0.543107
0.194067,0.720023
0.916135,0.874508
0.253395,0.172613
0.293527,0.655843
0.811274,0.865627
0.898068,0.442244
0.700888,0.30369
0.702322,0.35548
0.938322,0.794733
0.215033,0.0728477
0.380779,0.599506
0.656117,0.427473
0.551012,0.583972
0.625568,0.525956
0.908811,0.529252
0.798059,0.790185
0.351268,0.75634
0.673971,0.828852
0.222571,0.221442
